사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019052400100177,2019년 5월 24일 09시,금요일,서울특별시 강남구 삼성동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,52세,상해없음,자전거,남,31세,부상신고
2019052400100216,2019년 5월 24일 10시,금요일,서울특별시 중랑구 중화동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,20세,경상,자전거,남,58세,경상
2019052400100247,2019년 5월 24일 11시,금요일,서울특별시 중구 장충동2가,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,자전거,남,67세,중상
2019052400100288,2019년 5월 24일 12시,금요일,서울특별시 서초구 방배동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,승용,남,44세,상해없음,자전거,남,27세,중상
2019052400100326,2019년 5월 24일 13시,금요일,서울특별시 중랑구 중화동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,여,65세,상해없음,자전거,여,52세,경상
2019052400100459,2019년 5월 24일 16시,금요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,53세,상해없음,자전거,남,73세,경상
2019052400100625,2019년 5월 24일 19시,금요일,서울특별시 양천구 신정동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,61세,상해없음,자전거,남,10세,부상신고
2019052500100148,2019년 5월 25일 08시,토요일,서울특별시 영등포구 대림동,부상신고사고,0,0,0,1,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,69세,부상신고,자전거,남,46세,상해없음
2019052500100397,2019년 5월 25일 15시,토요일,서울특별시 강동구 강일동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 기타,맑음,교차로 - 교차로안,승합,남,56세,상해없음,자전거,남,71세,중상
2019052500100545,2019년 5월 25일 19시,토요일,서울특별시 영등포구 대림동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,21세,상해없음,자전거,남,61세,경상
2019052500100583,2019년 5월 25일 20시,토요일,서울특별시 노원구 하계동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,51세,부상신고,자전거,남,59세,상해없음
2019052500100615,2019년 5월 25일 21시,토요일,서울특별시 은평구 응암동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,자전거,남,12세,중상
2019052600100147,2019년 5월 26일 10시,일요일,서울특별시 성동구 사근동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,71세,상해없음,자전거,여,73세,중상
2019052600100241,2019년 5월 26일 13시,일요일,서울특별시 영등포구 여의도동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,36세,경상,자전거,남,7세,상해없음
2019052600100355,2019년 5월 26일 16시,일요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,33세,상해없음,자전거,여,55세,경상
2019052600100415,2019년 5월 26일 18시,일요일,서울특별시 중랑구 신내동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,이륜,남,21세,상해없음,자전거,남,8세,경상
